"Code","Stock","Prv Close","High","Low","Last","Vol","Status","P/E","EPS*","MACD (26, 12)","Vol MA (20)","DY*","Y-Low","Y-High","RSI (14)","Open","Sector","Chg","B%"
="5329","AZAMJAYA","1.000","0.995","0.985","0.995","1215","Active","39.41","2.53","-0.004","166435","0.50%","0.910","1.200","50%","0.995","103","-0.005","86"
="7078","AZRB","0.130","0.135","0.130","0.130","8533","Active","1.01","13.86","-0.002","387585","","0.130","0.255","38%","0.130","103","-","23"
="03012","BABA","0.440","-","-","","0","Active","","","","-","","0.440","0.440","97%","","701","","-"
="0736C6","BAIDU-C6","0.400","-","-","","0","Active","","","","-","","0.260","0.700","0%","","358","","-"
="0736C7","BAIDU-C7","0.050","0.055","0.050","0.050","7000","Active","","","-0.022","835925","","0.050","0.230","21%","0.055","358","-","50"
="4162","BAT","6.460","6.520","6.350","6.390","7908","Active","9.01","70.90","0.498","862575","9.94%","4.160","6.900","88%","6.400","101","-0.070","42"
="416238","BAT-C38","0.160","-","-","","0","Active","","","0.025","274720","","0.005","0.160","80%","","301","","-"
="416239","BAT-C39","-","-","-","","0","Delisted","","","0.001","91235","","0.045","0.290","76%","","301","","-"
="416240","BAT-C40","0.040","0.050","0.035","0.040","4024","Active","","","","3254930","","0.020","0.065","53%","0.050","301","-","15"
="416241","BAT-C41","0.220","0.230","0.200","0.200","41436","Active","","","0.053","4511275","","0.015","0.275","84%","0.205","301","-0.020","36"
="416242","BAT-C42","0.460","0.470","0.445","0.445","13816","Active","","","0.083","1204870","","0.135","0.520","84%","0.460","301","-0.015","71"
="5248","BAUTO","0.830","0.840","0.820","0.825","21083","Active","5.76","13.35","0.020","4018465","20.30%","0.500","1.180","59%","0.825","101","-0.005","39"
="524846","BAUTO-C46","-","-","-","","0","Delisted","","","-0.003","1527830","","0.005","0.040","40%","","301","","-"
="524847","BAUTO-C47","0.005","-","-","","0","Active","","","-0.002","185625","","0.005","0.025","100%","","301","","-"
="524848","BAUTO-C48","0.030","0.030","0.030","0.030","200","Active","","","","921965","","0.010","0.075","44%","0.030","301","-","100"
="524849","BAUTO-C49","-","-","-","","0","Delisted","","","0.012","173890","","0.010","0.095","54%","","301","","-"
="524850","BAUTO-C50","0.125","0.105","0.105","0.105","900","Active","","","0.010","122020","","0.020","0.135","58%","0.105","301","-0.020","-"
="524851","BAUTO-C51","0.100","0.095","0.095","0.095","6028","Active","","","0.006","699030","","0.020","0.135","48%","0.095","301","-0.005","44"
="524852","BAUTO-C52","0.110","0.105","0.100","0.100","60","Active","","","0.009","125970","","0.035","0.130","45%","0.105","301","-0.010","67"
="524853","BAUTO-C53","0.140","-","-","","0","Active","","","","-","","0.045","0.155","0%","","301","","-"
="524854","BAUTO-C54","0.255","0.260","0.250","0.255","3539","Active","","","0.014","468125","","0.145","0.305","59%","0.260","301","-","54"
="524855","BAUTO-C55","0.050","0.045","0.045","0.045","20","Active","","","","-","","0.045","0.055","0%","0.045","301","-0.005","50"
="6602","BCB","0.260","-","-","","0","Active","11.16","2.19","0.001","35980","","0.250","0.325","50%","","120","","-"
="0187","BCMALL","0.005","0.005","0.005","0.005","14792","Active","","-0.44","-0.001","1879330","","0.005","0.010","50%","0.005","402","-","-"
="6173","BDB","0.230","0.230","0.225","0.225","418","Active","","-5.48","-0.003","80570","","0.210","0.330","44%","0.230","120","-0.005","66"
="6378","BEDI","0.415","0.415","0.400","0.410","4308","Active","","-1.48","0.030","334980","","0.260","0.430","81%","0.400","120","-0.005","58"
="5190","BENALEC","0.085","0.085","0.080","0.085","1003","Active","36.63","0.32","","876510","","0.070","0.110","60%","0.080","103","-","-"
="03068","BENTLEY","0.180","-","-","","0","Active","","","","-","","0.150","0.180","0%","","701","","-"
="9814","BERTAM","0.105","0.110","0.105","0.110","3501","Active","43.69","0.25","","784290","","0.090","0.210","67%","0.105","120","+0.005","100"
="9814WA","BERTAM-WA","0.015","-","-","","0","Active","","","-0.001","269025","","0.010","0.045","50%","","120","","-"
="7668","BESHOM","0.600","0.610","0.580","0.610","879","Active","21.10","2.96","-0.003","60965","6.56%","0.580","0.790","30%","0.600","101","+0.010","45"
="0263","BETA","0.545","0.545","0.525","0.530","4202","Active","9.58","5.58","0.012","1352475","8.02%","0.355","0.580","61%","0.545","402","-0.015","20"
="8133","BHIC","0.450","0.455","0.450","0.450","7007","Active","664.73","0.07","0.050","1210530","","0.200","0.460","95%","0.450","164","-","1"
="7005","BIG","0.530","0.570","0.525","0.545","578","Active","7.45","7.31","0.003","53535","","0.485","0.660","56%","0.565","102","+0.015","56"
="5258","BIMB","2.410","2.470","2.380","2.410","27681","Active","9.80","24.59","0.016","2492875","6.00%","2.190","2.600","44%","2.390","110","-","53"
="0195","BINACOM","0.075","0.080","0.080","0.080","1677","Active","","-1.99","-0.004","789385","","0.075","0.180","33%","0.080","463","+0.005","100"
="6998","BINTAI","0.095","0.105","0.095","0.100","80976","Active","","-2.59","0.004","9789990","","0.060","0.120","53%","0.100","102","+0.005","26"
="0179","BIOHLDG","0.015","0.015","0.015","0.015","440","Active","","-2.11","","791015","","0.005","0.060","50%","0.015","401","-","-"
="0179PA","BIOHLDG-PA","0.005","-","-","","0","Active","","","","108270","","0.005","0.010","100%","","401","","-"
="0179WB","BIOHLDG-WB","0.005","-","-","","0","Active","","","","276105","","0.005","0.010","50%","","401","","-"
="5032","BIPORT","5.400","-","-","","0","Active","20.38","26.50","0.022","2880","2.78%","5.000","6.100","53%","","164","","-"
="3239","BJASSET","0.295","0.300","0.290","0.295","80","Active","","-0.70","","136985","","0.210","0.315","33%","0.300","120","-","9"
="3395","BJCORP","0.270","0.270","0.265","0.270","9625","Active","","-9.52","","1667430","","0.260","0.305","50%","0.265","102","-","5"
="3395LE","BJCORP-LE","0.250","-","-","","0","Active","","","-0.016","3415","","0.250","0.280","36%","","502","","-"
="3395WC","BJCORP-WC","0.005","-","-","","0","Active","","","","385860","","0.005","0.015","100%","","102","","-"
="3395WD","BJCORP-WD","0.065","0.070","0.065","0.070","17885","Active","","","0.002","1532155","","0.050","0.085","43%","0.070","102","+0.005","85"
="5196","BJFOOD","0.220","0.225","0.215","0.225","402","Active","","-16.48","-0.006","287815","","0.200","0.350","56%","0.220","101","+0.005","74"
="5196WB","BJFOOD-WB","0.045","0.045","0.045","0.045","1459","Active","","","","106345","","0.025","0.065","60%","0.045","101","-","-"
="4219","BJLAND","0.265","0.265","0.260","0.265","3202","Active","1185.23","-2.10","","465085","","0.250","0.330","50%","0.265","101","-","3"
="1899","BKAWAN","19.400","19.400","19.300","19.300","21","Active","7.37","120.00","-0.069","17825","3.63%","18.600","20.320","45%","19.400","125","-0.100","-"
="5069","BLDPLNT","15.300","15.300","14.400","15.300","16","Active","22.27","67.36","0.278","2065","","9.900","16.500","43%","14.620","125","-","50"
="0168","BMGREEN","1.340","1.390","1.320","1.320","1023","Active","16.62","8.91","-0.029","103875","2.08%","1.340","1.980","19%","1.340","161","-0.020","18"
="0168WA","BMGREEN-WA","0.135","0.140","0.135","0.140","393","Active","","","-0.011","52055","","0.120","0.495","36%","0.140","161","+0.005","49"
="0385","BMS","0.165","0.175","0.165","0.170","21526","Active","","","-0.002","1266195","","0.160","0.215","56%","0.165","401","+0.005","43"
="7195","BNASTRA","2.050","2.060","2.000","2.060","2719","Active","24.91","10.44","-0.019","380225","1.46%","1.600","2.500","44%","2.030","103","+0.010","48"
="7195CA","BNASTRA-CA","0.075","-","-","","0","Active","","","-0.013","1092480","","0.075","0.270","29%","","303","","-"
="7195CB","BNASTRA-CB","0.055","-","-","","0","Active","","","-0.008","80000","","0.055","0.140","30%","","303","","-"
="7195CC","BNASTRA-CC","0.035","-","-","","0","Active","","","","-","","0.035","0.070","0%","","303","","-"
="7195CD","BNASTRA-CD","0.030","0.030","0.030","0.030","500","Active","","","-0.005","628610","","0.030","0.090","20%","0.030","303","-","100"
="9288","BONIA","0.905","0.900","0.880","0.900","1174","Active","22.98","3.28","0.011","61665","5.56%","0.790","1.400","51%","0.890","101","-0.005","89"
="7036","BORNOIL","0.010","0.010","0.005","0.010","42122","Active","","-2.36","","10685425","","0.005","0.010","50%","0.010","102","-","91"
="7036WD","BORNOIL-WD","0.005","0.005","0.005","0.005","3","Active","","","","36570","","0.005","0.010","100%","0.005","102","-","-"
="7036WE","BORNOIL-WE","0.005","-","-","","0","Active","","","","13895240","","0.005","0.010","50%","","102","","-"
="6297","BOXPAK","0.240","-","-","","0","Active","8.71","2.76","-0.021","81170","","0.220","0.630","54%","","102","","-"
="5100","BPPLAS","0.645","0.655","0.655","0.655","100","Active","16.01","4.09","0.006","50825","3.82%","0.590","1.160","65%","0.655","102","+0.010","100"
="5100WA","BPPLAS-WA","0.005","0.005","0.005","0.005","200","Active","","","-0.004","42275","","0.005","0.100","100%","0.005","102","-","-"
="5932","BPURI","0.295","0.300","0.290","0.300","169314","Active","","-2.15","","25733315","","0.215","0.400","56%","0.295","103","+0.005","97"
="5932WB","BPURI-WB","0.070","-","-","","0","Active","","","-0.015","40540","","0.070","0.600","36%","","103","","-"
="9938","BRIGHT","0.170","0.170","0.170","0.170","500","Active","5.38","3.16","","109620","","0.150","0.245","57%","0.170","102","-","-"
="0740C2","BRODCOM-C2","0.150","-","-","","0","Active","","","","-","","","","0%","","358","","-"
="7221","BSLCORP","0.020","0.020","0.015","0.020","7694","Active","","-1.97","","501930","","0.015","0.030","50%","0.015","102","-","58"
="7221WB","BSLCORP-WB","0.005","-","-","","0","Suspended","","","","112875","","0.005","0.005","100%","","102","","-"
="0011","BTECH","0.260","0.265","0.255","0.265","1283","Active","6.35","4.18","0.002","221440","3.77%","0.235","0.290","64%","0.255","465","+0.005","60"
="7188","BTM","0.030","-","-","","0","Active","","-1.71","","321360","","0.020","0.050","50%","","102","","-"
="7188WC","BTM-WC","0.005","-","-","","0","Active","","","-0.001","873415","","0.005","0.015","33%","","102","","-"
="1818","BURSA","8.840","8.970","8.810","8.950","30672","Active","29.21","30.90","0.070","1548725","3.13%","7.200","9.180","46%","8.840","110","+0.110","51"
="18181A","BURSA-C1A","-","-","-","","0","Delisted","","","0.018","530930","","0.080","0.210","73%","","310","","-"
="18181C","BURSA-C1C","0.090","0.080","0.080","0.080","60","Active","","","","1314550","","0.055","0.100","64%","0.080","310","-0.010","33"
="18181D","BURSA-C1D","0.110","-","-","","0","Active","","","","-","","0.080","0.130","0%","","310","","-"
="18181E","BURSA-C1E","0.120","0.115","0.110","0.110","900","Active","","","0.006","141600","","0.100","0.140","42%","0.115","310","-0.010","100"
="18181F","BURSA-C1F","0.145","-","-","","0","Active","","","0.014","25750","","0.010","0.185","63%","","310","","-"
="18181G","BURSA-C1G","0.050","-","-","","0","Active","","","","335845","","0.050","0.070","42%","","310","","-"
="18181H","BURSA-C1H","0.135","-","-","","0","Active","","","0.011","147740","","0.080","0.135","76%","","310","","-"
="18181I","BURSA-C1I","0.040","-","-","","0","Active","","","","-","","0.035","0.045","0%","","310","","-"
="18181J","BURSA-C1J","0.095","0.085","0.085","0.085","125","Active","","","0.010","443190","","0.040","0.100","60%","0.085","310","-0.010","100"
="18181K","BURSA-C1K","0.105","0.105","0.100","0.105","150","Active","","","","-","","0.105","0.120","0%","0.100","310","-","47"
="18181L","BURSA-C1L","0.125","0.120","0.110","0.120","7722","Active","","","","-","","0.120","0.145","0%","0.110","310","-0.005","55"
="18181M","BURSA-C1M","0.250","-","-","","0","Active","","","","-","","","","0%","","310","","-"
="181899","BURSA-C99","-","-","-","","0","Delisted","","","0.011","420075","","0.050","0.165","44%","","310","","-"
="03042","BVLH","0.190","-","-","","0","Active","","","","-","","","","0%","","703","","-"
="0313","BWYS","0.190","0.185","0.185","0.185","1452","Active","12.60","1.47","-0.003","298700","0.27%","0.145","0.250","50%","0.185","402","-0.005","-"
="054838","BYD-C38","0.015","-","-","","0","Active","","","-0.013","62895","","0.015","0.150","29%","","358","","-"
="054839","BYD-C39","0.075","-","-","","0","Active","","","-0.009","2073360","","0.050","0.145","40%","","358","","-"
="054840","BYD-C40","0.100","0.105","0.105","0.105","1500","Active","","","","-","","0.100","0.120","0%","0.105","358","+0.005","67"
="7174","CAB","0.580","0.595","0.580","0.585","4702","Active","3.80","12.93","-0.003","636125","1.71%","0.435","0.885","28%","0.590","101","+0.005","50"
="7174WB","CAB-WB","0.130","0.135","0.125","0.125","1999","Active","","","-0.001","288250","","0.100","0.275","46%","0.135","101","-0.005","70"
="0191","CABNET","0.250","0.250","0.245","0.245","850","Active","18.97","1.29","-0.006","52575","","0.250","0.430","31%","0.250","405","-0.005","9"
="0371","CAMAROE","0.100","0.100","0.085","0.090","4411","Active","","-0.45","-0.003","210760","","0.085","0.165","43%","0.090","401","-0.010","26"
="7128","CAMRES","0.330","0.350","0.330","0.350","430","Active","5.04","7.48","0.006","57935","","0.230","0.355","48%","0.330","101","+0.020","81"
="5105","CANONE","1.690","1.660","1.650","1.660","900","Active","","-12.54","-0.014","16880","2.41%","1.650","2.360","46%","1.650","102","-0.030","47"
="5099","CAPITALA","0.520","0.540","0.490","0.500","537891","Active, Alert","0.17","300.20","0.008","39758150","","0.325","1.030","37%","0.525","101","-0.020","33"
="5099LA","CAPITALA-LA","1.840","1.870","1.790","1.790","793","Active, Alert","","","0.060","159135","","0.710","2.240","37%","1.850","501","-0.050","53"
="5099WA","CAPITALA-WA","0.300","0.310","0.270","0.280","111579","Active, Alert","","","0.005","9137135","","0.155","0.405","31%","0.295","101","-0.020","25"
="0163","CAREPLS","0.075","0.075","0.065","0.075","13153","Active","","-11.15","-0.001","938285","","0.070","0.195","33%","0.070","162","-","62"
="5257","CARIMIN","0.510","0.550","0.500","0.540","58433","Active","76.17","0.72","-0.009","256190","3.70%","0.490","0.760","45%","0.510","161","+0.030","53"
="0335","CARLORINO","0.230","0.240","0.225","0.240","4817","Active","7.49","1.75","0.029","402965","4.17%","0.115","0.255","81%","0.225","401","+0.010","93"
="2836","CARLSBG","17.380","17.500","17.200","17.360","981","Active","14.07","122.86","0.047","105100","6.39%","15.420","20.080","35%","17.300","101","-0.020","45"
="0173","CATCHA","0.260","0.260","0.255","0.260","2546","Active","13.85","1.43","-0.008","386120","","0.230","0.345","25%","0.260","463","-","39"
="0173WA","CATCHA-WA","0.110","-","-","","0","Active","","","","496910","","0.055","0.145","43%","","463","","-"
="0574C2","CATHAY-C2","0.150","-","-","","0","Active","","","","-","","","","0%","","358","","-"
="0743C1","CATL-C1","0.250","-","-","","0","Suspended","","","-0.049","2921010","","0.120","0.670","48%","","358","","-"
="0743C2","CATL-C2","0.470","-","-","","0","Active","","","","5270815","","0.400","0.675","55%","","358","","-"
="0743C3","CATL-C3","0.385","-","-","","0","Active","","","","-","","0.380","0.630","0%","","358","","-"
="0743C4","CATL-C4","0.040","-","-","","0","Active","","","-0.009","553710","","0.040","0.145","24%","","358","","-"
="0339","CBHB","0.530","0.545","0.510","0.515","57082","Active","20.15","2.57","0.005","5056235","0.52%","0.200","0.645","56%","0.535","402","-0.015","31"
="7076","CBIP","1.210","1.250","1.200","1.200","208","Active","","-12.84","-0.003","100240","1.67%","1.000","1.330","30%","1.250","102","-0.010","-"
="03053","CCIB","0.350","-","-","","0","Active","","","","-","","0.350","0.350","0%","","701","","-"
="7035","CCK","1.270","1.280","1.250","1.250","603","Active","10.00","10.89","-0.003","222025","","1.080","1.420","27%","1.280","101","-0.020","14"
="6947","CDB","3.160","3.230","3.170","3.200","33996","Active","24.54","12.90","-0.027","4816085","4.59%","3.140","4.000","49%","3.170","163","+0.040","40"
="694766","CDB-C66","0.005","-","-","","0","Active","","","","-","","0.015","0.015","0%","","363","","-"
="694767","CDB-C67","0.005","-","-","","0","Active","","","","540000","","0.020","0.045","20%","","363","","-"
="694768","CDB-C68","0.005","-","-","","0","Active","","","-0.008","126475","","0.005","0.085","24%","","363","","-"
